Date,Time,Start,High,Low,End,Volume
20190612,0,44800,45050,44300,44600,8607439
20190611,0,44800,45000,44550,44850,6664872
20190610,0,44300,44850,44050,44800,8792182
20190607,0,43600,44350,43450,44200,11683682
20190605,0,44050,44200,43700,43900,12464135
20190604,0,43400,43700,43000,43450,9913497
20190603,0,42950,43900,42500,43800,15466580
20190531,0,42600,42800,42150,42500,11365999
20190530,0,42200,42700,42150,42550,11766018
20190529,0,41850,42100,41300,41800,14930618
20190528,0,42550,42950,42150,42550,24506881
20190527,0,42500,43000,42350,42650,8066669
20190524,0,43800,43800,42400,42700,13966305
20190523,0,43900,44000,43250,43850,12259006
20190522,0,43700,43800,42400,43500,11033339
20190521,0,42600,43950,42350,43150,18812133
20190520,0,41650,42100,41550,42000,15752397
20190517,0,41950,42050,40850,41200,13357951
20190516,0,42350,42400,41350,41550,13687828
20190515,0,42700,43050,42550,42550,7670185
20190514,0,41300,43100,41300,42650,11563730
20190513,0,42500,43200,42350,42650,7635079
20190510,0,42600,43450,42450,42900,14579512
20190509,0,43900,44250,42450,42450,23029718
20190508,0,44300,44850,44200,44250,10398754
20190507,0,45250,45300,44400,44850,12014907
20190503,0,45900,46050,45300,45300,6562916
20190502,0,45500,46150,45400,45900,8625126
20190430,0,46000,46300,45350,45850,11121273
20190429,0,45150,46150,45100,46150,8777517
20190426,0,44200,45000,43800,44850,9739982
20190425,0,44250,45000,44100,44650,10868965
20190424,0,45400,45650,44150,44750,13299267
20190423,0,45050,45500,45000,45200,6920566
20190422,0,45400,45900,45100,45350,6006957
20190419,0,45750,46000,45250,45300,8479710
20190418,0,47200,47250,45500,45600,12808747
20190417,0,47300,47600,47000,47050,5513658
20190416,0,47400,47400,46800,47250,7730881
20190415,0,47150,47500,47000,47050,8733019
20190412,0,46050,46900,46000,46850,7668936
20190411,0,46700,46800,46150,46250,13697399
20190410,0,46400,46700,46050,46700,11883995
20190409,0,46700,46950,46200,46650,6878761
20190408,0,47250,47250,46150,46650,8507909
20190405,0,46950,47550,46600,46850,8546339
20190404,0,46150,47100,46150,46950,12650168
20190403,0,46750,46750,45800,46600,12436570
20190402,0,45550,46100,45350,45750,9480688
20190401,0,45200,45450,44850,45050,7362129
20190329,0,44500,44900,44200,44650,11491713
20190328,0,44950,45200,44300,44850,6821306
20190327,0,44750,45600,44250,45350,9568081
20190326,0,45500,45700,44900,45250,9729811
20190325,0,45300,45650,44800,45500,8699728
20190322,0,46850,47000,46250,46550,12535911
20190321,0,44600,46250,44050,45850,21138016
20190320,0,43800,44200,43100,44050,9846242
20190319,0,43750,43900,43550,43900,7609563
20190318,0,43950,44150,43450,43700,8188876
20190315,0,43800,44250,43700,44200,16814163
20190314,0,43700,44300,43550,43850,18039161
20190313,0,44250,44450,43700,43850,8108343
20190312,0,44300,44950,44150,44650,11431977
20190311,0,44400,44450,43650,43650,10717408
20190308,0,44450,44800,43800,43800,7729069
20190307,0,43400,44950,43400,44450,11049749
20190306,0,44000,44300,43700,44000,10202544
20190305,0,44600,45100,44150,44250,10612405
20190304,0,46000,46100,44800,44850,12926539
20190228,0,46400,46500,45100,45100,23569321
20190227,0,47000,47250,46750,46750,8045211
20190226,0,47350,47450,46500,46750,7985547
20190225,0,47400,47550,47050,47350,7484716
20190222,0,46500,47150,46450,47150,6895772
20190221,0,46500,47200,46200,46950,8694009
20190220,0,46750,47100,46500,46900,11506720
20190219,0,45850,46150,45450,45950,6741395
20190218,0,46500,46850,45850,46200,8183728
20190215,0,46750,46850,45650,46050,10554643
20190214,0,46600,47500,46150,47500,17259341
20190213,0,46400,46700,46000,46200,11299738
20190212,0,44650,46250,44650,46050,13184367
20190211,0,44500,45000,44250,45000,11125044
20190208,0,45700,45700,44650,44800,12689196
20190207,0,46800,47100,46200,46200,15872001
20190201,0,46650,46950,46250,46350,13832454
20190131,0,46650,47050,46150,46150,21621145
20190130,0,44800,46400,44800,46400,17505980
20190129,0,45050,45500,44350,45500,16215017
20190128,0,45000,45500,44600,45050,17998914
20190125,0,44300,44750,43750,44750,22789395
20190124,0,43050,43100,42350,43050,14747623
20190123,0,41350,42250,41350,42000,11071079
20190122,0,42750,42850,41850,42150,9964356
20190121,0,42700,42750,41900,42750,11355701
20190118,0,42000,42400,41950,42300,11029256
20190117,0,41700,42100,41450,41950,11736903
20190116,0,41150,41450,40700,41450,8491595
20190115,0,40050,41100,39850,41100,11492756
20190114,0,40450,40700,39850,40050,11984996
20190111,0,40350,40550,39950,40500,11661063
20190110,0,40000,40150,39600,39800,14731699
20190109,0,38650,39600,38300,39600,17452708
20190108,0,38000,39200,37950,38100,12756554
20190107,0,38000,38900,37800,38750,12748997
20190104,0,37450,37600,36850,37450,14108958
20190103,0,38300,38550,37450,37600,12471493
20190102,0,39400,39400,38550,38750,7847664
20181228,0,38250,38900,38200,38700,9900267
20181227,0,38700,38800,38100,38250,10510643
20181226,0,38400,38750,38300,38350,12707675
20181224,0,38500,39050,38300,38800,9729530
20181221,0,38200,38650,38100,38650,14947080
20181220,0,38600,39100,38500,38650,11937617
20181219,0,38900,39350,38850,39100,9942037
20181218,0,38300,39200,38300,38900,11042101
20181217,0,38650,39600,38650,39150,11532968
20181214,0,40200,40200,38700,38950,19671783
20181213,0,40650,40750,40000,40000,26254646
20181212,0,40250,40700,40150,40450,12024279
20181211,0,40600,40700,40200,40250,10638766
20181210,0,40450,40650,40000,40200,14892263
20181207,0,40900,41400,40850,40950,11433083
20181206,0,40600,41100,40450,40500,14251826
20181205,0,40900,41750,40850,41450,12631983
20181204,0,42650,42900,41900,42150,14347746
20181203,0,42750,43400,42400,43250,12110702
20181130,0,43450,44000,41750,41850,19775519
20181129,0,43850,43850,42900,43150,8473511
20181128,0,42800,43200,42750,43150,6943099
20181127,0,42900,43100,42500,43050,8367091
20181126,0,42150,42800,42100,42600,6613009
20181123,0,42450,42600,41900,42400,5192638
20181122,0,42000,42650,42000,42450,5970796
20181121,0,41800,42300,41800,42100,10769589
20181120,0,42450,43000,42100,42800,9420664
20181119,0,44050,44250,43450,43650,7538720
20181116,0,44600,44750,43700,44000,7777124
20181115,0,44050,44350,43500,44250,5864067
20181114,0,44500,44500,43800,44100,6783344
20181113,0,43900,44500,43400,44500,9311126
20181112,0,43850,45250,43700,45200,8552566
20181109,0,44450,44850,43900,44300,7318500
20181108,0,44900,45050,44050,44050,12617397
20181107,0,43600,44500,43400,44000,11553998
20181106,0,43750,43800,42950,43750,7713625
20181105,0,43750,43800,42900,43800,9426777
20181102,0,43050,44250,42800,44150,16517112
20181101,0,42450,42950,42150,42150,13423132
20181031,0,42900,43350,41700,42400,17621480
20181030,0,41400,43000,41000,42350,14205190
20181029,0,40850,41950,40550,41400,14460521
20181026,0,41100,41300,40400,41000,14413864
20181025,0,40600,41550,40550,41000,19338170
20181024,0,43050,43100,42250,42550,13522825
20181023,0,43300,43450,42550,43050,9531231
20181022,0,43450,43950,43200,43550,8357648
20181019,0,43900,44150,43450,43900,7842520
20181018,0,43950,44450,43700,44050,8347725
20181017,0,44150,44500,44000,44150,8306193
20181016,0,43700,44150,43350,43600,6825677
20181015,0,44050,44050,43350,43800,7434522
20181012,0,43200,44650,43200,44000,12640906
20181011,0,44000,44650,43100,43100,19324537
20181010,0,45250,45500,44500,45300,10341349
20181008,0,44200,45200,44200,44950,6759464
20181005,0,44800,45500,44550,44700,10544165
20181004,0,45150,45600,44700,44700,11865327
20181002,0,46450,46700,45700,45700,6607188
20181001,0,46450,46800,45800,46350,6354983
20180928,0,47250,47250,46300,46450,11270515
20180927,0,46950,47500,46450,47500,15804586
20180921,0,46550,47550,46550,47400,14476906
20180920,0,46850,47600,46400,47250,13536966
20180919,0,46000,46200,45700,46150,9367454
20180918,0,44950,45900,44700,45500,9987090
20180917,0,45550,45800,44900,45150,8123384
20180914,0,45000,45850,44900,45850,12446344
20180913,0,44550,44750,44000,44050,18277942
20180912,0,44900,45100,44500,44550,12995269
20180911,0,45550,45900,45050,45050,9865790
20180910,0,45450,45550,45000,45500,9979838
20180907,0,44500,45200,44400,44900,18285508
20180906,0,46200,46400,45800,46100,9040553
20180905,0,47300,47450,46400,46600,9139998
20180904,0,47550,47800,47200,47650,6791255
20180903,0,48200,48300,47300,47450,8595084
20180831,0,47100,48450,47000,48450,13577454
20180830,0,46950,47950,46700,47650,12193231
20180829,0,46750,46800,46400,46800,5572374
20180828,0,46800,46950,46300,46550,7365976
20180827,0,46100,46550,46000,46300,5263782
20180824,0,45900,46400,45550,46150,6582535
20180823,0,46150,46200,45700,46200,6730918
20180822,0,45150,46200,44900,46100,11641656
20180821,0,43700,44900,43700,44800,9520270
20180820,0,43500,44200,43500,43850,7289124
20180817,0,44050,44400,44050,44100,6808747
20180816,0,43800,44650,43700,44250,10088229
20180814,0,44850,45400,44850,45150,6409259
20180813,0,44950,45100,44650,45050,9803831
20180810,0,46150,46400,44850,45400,16670643
20180809,0,47000,47050,46450,46900,12010886
20180808,0,47000,47000,46550,46800,6429338
20180807,0,46300,46750,45900,46700,9058174
20180806,0,46150,46150,45750,45800,6771979
20180803,0,45850,45900,45450,45750,8274944
20180802,0,46550,46800,45500,45550,8560924
20180801,0,46050,46850,46050,46550,7484499
20180731,0,46200,46450,46000,46250,8033607
20180730,0,46550,46800,46350,46500,5723035
20180727,0,46450,47000,46450,46900,4762460
20180726,0,46100,47000,46000,46900,7374946
20180725,0,46250,46550,45900,46150,7222471
20180724,0,46350,46600,45950,46150,8261363
20180723,0,47100,47200,46150,46500,10823782
20180720,0,47000,47600,46700,47450,10474547
20180719,0,47050,47200,46600,46900,9880128
20180718,0,46700,47200,46450,46550,10952645
20180717,0,46150,46200,45600,45850,8892953
20180716,0,46800,46800,46000,46050,7678719
20180713,0,45800,46500,45750,46500,11543389
20180712,0,45900,46250,45450,45500,11828104
20180711,0,46400,46450,45400,46000,11224077
20180710,0,46200,46550,46100,46300,10528665
20180709,0,45500,46100,45200,45600,11602464
20180706,0,45500,45850,44650,44900,17843706
20180705,0,46100,46550,45600,45950,7039773
20180704,0,46700,47050,46050,46250,8776763
20180703,0,45750,46450,45750,46150,10959655
20180702,0,46500,47150,45500,45550,13112253
20180629,0,46250,47150,46200,46650,14099635
20180628,0,46850,47150,46600,46800,12784800
20180627,0,47450,48500,47000,47950,15274752
20180626,0,45900,47300,45900,47000,11223166
20180625,0,47050,47050,46150,46650,10587711
20180622,0,47000,47250,46200,47250,10298006
20180621,0,47900,47900,47050,47050,10015541
20180620,0,47450,47600,46850,47000,12959316
20180619,0,47200,47350,46500,47000,15217971
20180618,0,47600,47650,46200,46600,16661870
20180615,0,48500,48700,47650,47650,17080892
20180614,0,49000,49000,48200,48200,20971729
20180612,0,49700,49800,49250,49400,12110569
20180611,0,49750,50300,49350,49900,10571312
20180608,0,50200,50400,49600,49650,16951706
20180607,0,51800,51800,50500,50600,13590016
20180605,0,51100,51400,50400,51300,9144100
20180604,0,50800,51200,50700,51100,9767171
20180601,0,50500,51700,49950,51300,13038499
20180531,0,50400,50800,49850,50700,63491109
20180530,0,51300,51500,49100,49500,20498098
20180529,0,52200,52500,51300,51300,8480437
20180528,0,52500,53000,52000,52300,9787820
20180525,0,51000,52800,50800,52700,15207266
20180524,0,52000,52000,51100,51400,8289275
20180523,0,50600,52000,50400,51800,17095490
20180521,0,49650,50200,49100,50000,9020998
20180518,0,49900,49900,49350,49500,6706570
20180517,0,50300,50500,49400,49400,10365440
20180516,0,49200,50200,49150,49850,15918683
20180515,0,50200,50400,49100,49200,18709146
20180514,0,51000,51100,49900,50100,14909272
20180511,0,52000,52200,51200,51300,10314997
20180510,0,51700,51700,50600,51600,13905263
20180509,0,52600,52800,50900,50900,16128305
20180508,0,52600,53200,51900,52600,23104720
20180504,0,53000,53900,51800,51900,39565391
20180503,0,53000,53000,53000,53000,0
20180502,0,53000,53000,53000,53000,0
20180430,0,53000,53000,53000,53000,0
20180427,0,53380,53640,52440,53000,30310800
20180426,0,50420,52160,50400,52140,18046550
20180425,0,49220,50500,49220,50400,16614600
20180424,0,51840,51860,50080,50460,15770300
20180423,0,51000,52080,51000,51900,11619000
20180420,0,51800,52260,51420,51620,11761000
20180419,0,52000,52980,51540,52780,17190550
20180418,0,51000,51360,50580,51360,13462600
20180417,0,50240,50540,49820,49980,7772000
20180416,0,50320,50600,49860,50340,7877450
20180413,0,49600,50180,49400,49800,10278300
20180412,0,49440,49440,48880,49000,12466250
20180411,0,49900,49900,48600,48860,10051100
20180410,0,48540,49220,48040,48880,10984350
20180409,0,48260,49440,48200,49200,9950400
20180406,0,48000,48580,47400,48400,12532700
20180405,0,47400,49380,47340,48740,13245600
20180404,0,48160,48260,46920,46920,12384200
20180403,0,47880,48140,47280,48120,12768250
20180402,0,49000,49220,48500,48540,7115650
20180330,0,49080,49900,49080,49220,7777100
20180329,0,48700,49560,48320,49040,10067000
20180328,0,49100,49100,48340,48700,15159450
20180327,0,50320,50460,49080,49980,11874000
20180326,0,49420,50280,49040,50280,10057750
20180323,0,50340,50720,49600,49720,14854950
20180322,0,51060,51780,51040,51780,8454100
20180321,0,51780,51780,51060,51060,8905200
20180320,0,50700,51200,50100,51200,8193250
20180319,0,50620,51340,50440,50740,8218850
20180316,0,51220,51420,50240,51140,12184900
20180315,0,52000,52020,51020,51540,8882450
20180314,0,51020,52000,51000,51760,12713250
20180313,0,50760,51660,50360,51660,20098700
20180312,0,50560,50780,49580,49740,8688950
20180309,0,49440,50540,49240,49740,14304400
20180308,0,49200,49480,48080,49200,19463650
20180307,0,48200,48900,47220,48620,21427050
20180306,0,45920,47100,45820,47020,15423350
20180305,0,45820,46160,45080,45200,14100950
20180302,0,46580,46800,46000,46020,13265500
20180228,0,47380,48100,47000,47060,15162350
20180227,0,48360,48380,47380,47380,9830550
20180226,0,47280,47560,47080,47380,9560650
20180223,0,46760,47800,46760,47220,12423300
20180222,0,47260,47260,46760,46760,8869950
20180221,0,47280,47580,46840,47280,12880200
20180220,0,48040,48160,47220,47400,10122600
20180219,0,49800,49800,47860,48380,15353450
20180214,0,48080,49100,47940,49000,18905900
20180213,0,46200,48060,46200,47540,18923250
20180212,0,45100,46320,45040,45720,15754950
20180209,0,44440,45180,44420,44700,17465000
20180208,0,46120,46620,45980,46000,23251050
20180207,0,48240,48260,45800,45800,23448050
20180206,0,46600,47920,46580,47420,19406450
20180205,0,46500,48320,46000,47920,28357900
20180202,0,49380,49400,47700,47700,29260350
20180201,0,50620,50960,49720,49820,27609450
20180131,0,50020,54140,49600,49900,64681300
20180130,0,50440,50640,49780,49800,12284550
20180129,0,51200,51480,50900,51220,11838800
20180126,0,50500,50780,49840,50780,10350100
20180125,0,49220,50360,49160,50260,11160350
20180124,0,48860,49700,48560,49340,9550500
20180123,0,48660,49160,48300,49160,13532700
20180122,0,48640,48680,47960,48240,12520900
20180119,0,50380,50380,49040,49320,9219950
20180118,0,50020,50640,49820,49900,14848850
20180117,0,50020,50020,49060,49620,11053050
20180116,0,48760,50140,48620,50000,20389650
20180115,0,48800,48980,47920,48540,10096000
20180112,0,48240,48480,46760,48200,27270450
20180111,0,48200,49260,48020,48240,25123800
20180110,0,50500,50520,48640,48840,18566800
20180109,0,51460,51720,49980,50400,18013600
20180108,0,52400,52520,51500,52020,8383650
20180105,0,51300,52120,51200,52120,9481150
20180104,0,52120,52180,50640,51080,11695450
20180103,0,52540,52560,51420,51620,10013500
20180102,0,51380,51400,50780,51020,8474250
20171228,0,49560,50960,49500,50960,8985450
20171227,0,48960,49560,48460,49360,10743600
20171226,0,49760,50100,48200,48200,16039850
20171222,0,49400,49960,49240,49700,11199650
20171221,0,51000,51060,49100,49140,15624300
20171220,0,51500,51760,50820,50880,10080550
20171219,0,51540,52080,51520,51560,11978600
20171218,0,50620,51240,50620,51200,7350250
20171215,0,51240,51480,50520,50620,14928550
20171214,0,51320,52280,51060,51060,20310400
20171213,0,52100,52100,51100,51320,11333700
20171212,0,51820,52100,51660,52100,8765050
20171211,0,52000,52040,51500,51780,8125850
20171208,0,51360,52000,51040,52000,11290450
20171207,0,50040,50980,50020,50740,11065600
20171206,0,51260,51560,50020,50020,10889200
20171205,0,50600,51300,50280,51260,9326550
20171204,0,50840,51340,50020,51340,14865050
20171201,0,50800,51780,50800,50840,12868600
20171130,0,50800,51860,50200,50800,29634150
20171129,0,53200,53240,52500,52600,9590250
20171128,0,52700,53280,51720,53280,13499400
20171127,0,55360,55360,52640,52640,18128900
20171124,0,55300,55500,55180,55460,4536200
20171123,0,55960,55980,55020,55300,6272900
20171122,0,55980,56200,55620,55960,7952950
20171121,0,55400,55840,55280,55280,10324700
20171120,0,55900,55980,55200,55200,9472750
20171117,0,56400,56880,55820,55820,10733150
20171116,0,55440,56000,55400,55780,7640700
20171115,0,55920,56320,55320,55340,8816950
20171114,0,56380,56740,55920,55920,6725000
20171113,0,56400,56800,56100,56380,8806650
20171110,0,55800,56540,55780,56400,6748800
20171109,0,56920,56920,55900,56340,11994050
20171108,0,56100,57060,55860,56760,8520200
20171107,0,56380,56920,55860,56100,7464550
20171106,0,56380,56500,55340,56380,9000950
20171103,0,57060,57140,55860,56380,9935800
20171102,0,57500,57520,56760,57060,10721050
20171101,0,57500,57500,56180,57220,14510250
20171031,0,54060,55440,53500,55080,13381550
20171030,0,53780,54320,53700,54040,8196150
20171027,0,52400,53320,52140,53080,7392500
20171026,0,53720,53900,52400,52400,9776550
20171025,0,54040,54420,53700,53900,5882850
20171024,0,54700,54780,54040,54040,5806050
20171023,0,54600,54640,54000,54300,8311050
20171020,0,52800,54100,52800,53840,8027050
20171019,0,54700,54700,52980,52980,12108700
20171018,0,54820,55240,54040,54760,10110750
20171017,0,54020,55380,54000,54800,10607800
20171016,0,53980,54860,53760,53920,9769950
20171013,0,54540,54840,53780,54000,12601650
20171012,0,54840,55160,54100,54800,13890700
20171011,0,53600,54760,53340,54640,13652150
20171010,0,53360,53640,52800,52800,20519800
20170929,0,51180,51620,50840,51280,12909400
20170928,0,52260,52460,51260,51260,12025450
20170927,0,52000,52200,51500,51680,10797000
20170926,0,53020,53120,51560,51660,17057200
20170925,0,53000,53680,53000,53620,9303100
20170922,0,52960,53600,52460,53000,13922400
20170921,0,52220,52960,52220,52800,8839800
20170920,0,52120,52500,51840,52220,9292750
20170919,0,52500,52640,51780,52120,9850400
20170918,0,50540,52480,50520,52480,11524950
20170915,0,50300,50560,49860,50400,10757300
20170914,0,50060,50320,49760,50300,14204750
20170913,0,49820,50400,49440,49620,9357000
20170912,0,50200,50220,49140,49600,12029750
20170911,0,49700,50180,49500,49800,10374750
20170908,0,48700,49180,48580,49080,10893000
20170907,0,47000,48220,47000,48120,9676500
20170906,0,46760,47180,46700,47000,10811050
20170905,0,46240,46900,45960,46760,11716100
20170904,0,45780,46360,45500,46040,7943500
20170901,0,46460,46640,46300,46480,10641700
20170831,0,46220,46640,46000,46320,11011700
20170830,0,46380,46400,45960,46200,7513000
20170829,0,45640,46080,45160,46080,12623650
20170828,0,47020,47240,45960,46100,9962100
20170825,0,47880,47880,46720,47020,11243550
20170824,0,47520,47660,47340,47520,8657450
20170823,0,47780,47780,47180,47480,9384700
20170822,0,46820,47160,46700,47000,7381750
20170821,0,47240,47240,46580,46840,5103450
20170818,0,46760,47240,46240,46900,10477950
20170817,0,46960,47300,46740,47040,12415850
20170816,0,46220,46380,46000,46200,21913650
20170814,0,45120,45400,44720,45000,19185600
20170811,0,45120,45300,44220,44620,25407300
20170810,0,46200,46320,45460,45900,22986150
20170809,0,47400,47400,46240,46280,14555400
20170808,0,47980,48260,47480,47720,7979600
20170807,0,47500,48080,47440,47580,7218250
20170804,0,48160,48180,47500,47700,8359200
20170803,0,49000,49000,47120,47780,15540800
20170802,0,49200,49340,48600,49000,7777450
20170801,0,48000,48840,47540,48600,11369500
20170731,0,47420,48240,46920,48200,12701400
20170728,0,49800,49800,47380,47760,26168300
20170727,0,50000,50640,49560,49800,11449500
20170726,0,49600,50020,49300,49840,11224800
20170725,0,50500,50760,49940,50000,10810600
20170724,0,50700,51000,50620,50860,7099750
20170721,0,50860,51160,50520,51080,8449050
20170720,0,50760,51320,50560,51200,8367600
20170719,0,50620,50820,50000,50740,11157500
20170718,0,50420,50880,50360,50840,7084450
20170717,0,50900,51020,50520,50640,8976100
20170714,0,51000,51080,50420,50480,8239000
20170713,0,50080,50940,50040,50560,16034150
20170712,0,49000,50000,48840,49880,9486150
20170711,0,48640,49000,48280,49000,9717800
20170710,0,48500,48900,48320,48660,10792750
20170707,0,47740,48120,47620,47860,8131900
20170706,0,48000,48100,47720,48060,10923050
20170705,0,46820,47680,46780,47580,10640250
20170704,0,47160,47400,46900,47000,7961000
20170703,0,47500,47780,47120,47220,6805550
20170630,0,47500,47620,47100,47540,11877550
20170629,0,48040,48320,47940,47940,8306550
20170628,0,47600,48000,47560,47700,9572500
20170627,0,48220,48400,47900,48300,9616750
20170626,0,47520,48360,47520,48280,8552800
20170623,0,47600,47780,47420,47620,9515100
20170622,0,47960,48080,47720,47960,11455800
20170621,0,47740,48120,47480,47480,9973650
20170620,0,47240,48140,47220,48140,15045000
20170619,0,45580,46560,45560,46560,11303900
20170616,0,45500,45940,45460,45580,17403450
20170615,0,45680,45920,45180,45680,9657000
20170614,0,45800,46060,45240,45360,10166700
20170613,0,45140,45620,45140,45400,8624900
20170612,0,45420,45600,45140,45380,10954300
20170609,0,45680,46440,45600,46100,11732850
20170608,0,45000,45580,45000,45160,13978750
20170607,0,46500,46500,45240,45300,13729400
20170605,0,46040,46360,45720,45940,7599400
20170602,0,45060,45960,45000,45960,12488750
20170601,0,44860,44900,44400,44680,9753500
20170531,0,44580,45020,44400,44700,18669100
20170530,0,45520,45660,44480,44640,12433600
20170529,0,46220,46400,45380,45620,8739550
20170526,0,45600,46460,45540,46080,13613650
20170525,0,45160,45680,44800,45680,13044800
20170524,0,44860,45300,44800,44880,8675400
20170523,0,45400,45580,44900,44920,12607050
20170522,0,45040,45380,44760,45100,17643550
20170519,0,45640,45780,44720,44720,15762350
20170518,0,45740,46000,45540,45940,11160350
20170517,0,46120,46640,46100,46340,7424450
20170516,0,46660,46800,46100,46380,8803750
20170515,0,45620,46280,45620,46100,8001400
20170512,0,45760,46160,45660,45820,9422900
20170511,0,45420,46180,45220,45500,21277850
20170510,0,46160,47220,45600,45600,23410950
20170508,0,45520,47020,45340,47020,19582550
20170504,0,45700,45700,44860,45520,13690100
20170502,0,45500,45500,44760,44900,14068300
20170428,0,45780,45800,44520,44620,22685700
20170427,0,42700,44520,41960,43840,23032250
20170426,0,42700,42800,42520,42800,14794800
20170425,0,41460,42740,41320,42700,19299600
20170424,0,41260,41260,40920,41240,8990150
20170421,0,40480,41400,40480,40760,15130500
20170420,0,40580,40800,40080,40280,21148850
20170419,0,41300,41420,40900,40900,11762900
20170418,0,41680,41820,41280,41500,6860650
20170417,0,42000,42080,41520,41560,5224750
20170414,0,42160,42260,41760,42020,5462850
20170413,0,41660,42460,41660,42420,9040800
20170412,0,41860,41940,41700,41900,8274900
20170411,0,41940,41940,41580,41600,7172900
20170410,0,41940,41940,41500,41940,7141350
20170407,0,41800,41820,41160,41600,10021000
20170406,0,42000,42080,41600,41840,9683400
20170405,0,41900,42240,41700,42140,10699700
20170404,0,41600,42180,41520,42080,12255500
20170403,0,41400,41720,41300,41440,9579400
20170331,0,41820,42020,41200,41200,10500300
20170330,0,41880,42440,41880,41980,8204000
20170329,0,41740,41960,41580,41780,10093250
20170328,0,41560,41840,41380,41480,8216250
20170327,0,41200,41880,41180,41200,12177650
20170324,0,41600,41980,41080,41500,12808150
20170323,0,42200,42360,41700,41800,15397100
20170322,0,41600,42460,41580,42460,16427250
20170321,0,41780,42680,41760,42560,14220150
20170320,0,42000,42120,41740,41900,10250050
20170317,0,41800,42500,41720,42400,12602300
20170316,0,41800,42180,41540,41840,9933150
20170315,0,40800,41440,40800,41400,9587850
20170314,0,40620,41540,40500,41360,11325050
20170313,0,40040,40980,40040,40600,7424100
20170310,0,39960,40420,39860,40180,10227800
20170309,0,40200,40300,40020,40200,14372250
20170308,0,40200,40620,40140,40200,12140950
20170307,0,39800,40320,39800,40200,10553250
20170306,0,39220,40220,39220,40080,12234850
20170303,0,39340,39720,39160,39620,12708700
20170302,0,38420,39860,38420,39720,21249800
20170228,0,38060,38760,37960,38440,15088700
20170227,0,38020,38140,37700,38060,9033700
20170224,0,38960,39100,38060,38220,9296850
20170223,0,39020,39440,39020,39180,10217300
20170222,0,39000,39340,38980,39300,8539450
20170221,0,38540,39560,38420,38940,10562600
20170220,0,38220,38780,38160,38660,7485800
20170217,0,37560,38040,37280,37860,15377450
20170216,0,37800,38360,37780,38020,10226350
20170215,0,37080,37960,37080,37720,14191550
20170214,0,37960,38260,37320,37580,13124150
20170213,0,37740,38060,37720,37960,11102050
20170210,0,38400,38760,38300,38360,11020750
20170209,0,38780,38840,38220,38400,13694150
20170208,0,38740,38780,38200,38400,17092950
20170207,0,39560,39580,38760,38820,14041800
20170206,0,39580,39660,39140,39560,8860700
20170203,0,39400,39500,39180,39460,10386350
20170202,0,39600,39660,39200,39360,15029300
20170201,0,39540,39660,39040,39120,14150400
20170131,0,39900,39900,39460,39460,17992200
20170126,0,39420,40000,39420,39900,15214500
20170125,0,38340,39400,38320,39400,13433850
20170124,0,38120,38580,37880,38160,11048750
20170123,0,37200,38060,37000,38060,8810400
20170120,0,37120,37420,36880,37200,9185000
20170119,0,37720,37920,37020,37480,9418900
20170118,0,37040,37500,36620,36940,8875400
20170117,0,36580,37460,36580,36960,8150700
20170116,0,36860,37820,36320,36660,16611500
20170113,0,38100,38320,37460,37460,15954450
20170112,0,38000,38800,37980,38800,11669150
20170111,0,37520,38560,37420,38280,12018150
20170110,0,37280,37400,37080,37240,9099800
20170109,0,36600,37500,36560,37220,13194900
20170106,0,36180,36440,36040,36200,8880950
20170105,0,36060,36060,35540,35560,10967450
20170104,0,36500,36520,36100,36160,7971750
20170103,0,36280,36620,36020,36480,7357650
20170102,0,35980,36240,35880,36100,4650600
20161229,0,35420,36040,35400,36040,7516450
20161228,0,35840,35980,35600,35760,6662900
20161227,0,35980,36200,35860,35980,4653450
20161226,0,35600,36000,35560,35960,4823600
20161223,0,36020,36080,35600,35640,8334850
20161222,0,36260,36300,35980,36180,6354600
20161221,0,36360,36600,36020,36100,6552100
20161220,0,35920,36400,35840,36240,7615200
20161219,0,35620,36380,35620,35900,5435800
20161216,0,35300,36020,35200,35860,11747700
20161215,0,34820,35500,34820,35180,5773550
20161214,0,35560,35680,35280,35540,7455100
20161213,0,34620,35440,34620,35320,11684450
20161212,0,34660,35360,34660,35040,11414450
20161209,0,35900,35900,35400,35600,10652450
20161208,0,35980,36020,35520,35800,16462550
20161207,0,35040,35480,35040,35440,9603650
20161206,0,34440,35200,34400,34960,14001800
20161205,0,34340,34680,34220,34360,8484600
20161202,0,34480,34760,34140,34540,15352950
20161201,0,34800,35060,34660,34980,15535350
20161130,0,33540,34940,33540,34920,28535200
20161129,0,33800,33960,33380,33540,18081300
20161128,0,33000,33620,32800,33540,13294050
20161125,0,32820,33040,32660,33000,6276900
20161124,0,32980,33040,32660,33000,7757150
20161123,0,33220,33220,32520,32980,12668600
20161122,0,32140,32900,32000,32800,9751100
20161121,0,31300,32120,31300,31860,8180200
20161118,0,31640,31760,31400,31720,9460750
20161117,0,31100,31520,30900,31360,7870550
20161116,0,30800,31280,30800,31160,13308200
20161115,0,31060,31620,30780,30780,13665700
20161114,0,31900,31920,31040,31060,15133300
20161111,0,31700,32360,31700,31960,12836800
20161110,0,32600,33000,32360,32980,11795350
20161109,0,32920,33140,31820,31920,15683600
20161108,0,32980,32980,32700,32880,5417450
20161107,0,32940,33000,32680,32800,7661900
